tweet_id,text,created_at_utc,created_at_et,lang,is_retweet,is_reply,is_quote,conversation_id,like_count,retweet_count,reply_count,quote_count,engagement_score
1964418304711213503,@GavinNewsom You couldn’t handle a shot of sour apple pucker,2025-09-06T19:59:55+00:00,2025-09-06T15:59:55-04:00,en,False,True,False,1964378021898698799,2,1,0,0,2.236068
1964418316325245264,@TheAppleDesign Apple,2025-09-06T19:59:58+00:00,2025-09-06T15:59:58-04:00,en,False,True,False,1964039454412226645,2,0,0,0,1.732051
1964418267868446955,"@lu_cids Raspberry, grape, green apple, blueberry and lychee",2025-09-06T19:59:46+00:00,2025-09-06T15:59:46-04:00,en,False,True,False,1964407589808308524,1,0,1,0,1.732051
1964418190630429047,"@_ChelseyyLately I done used my hair, iPad, website and app and nothing is working!",2025-09-06T19:59:28+00:00,2025-09-06T15:59:28-04:00,en,False,True,False,1964365972799967591,1,0,1,0,1.732051
1964418305969869094,OH NO IT WAS MY FIRST TIME DRAWING ON IPAD AND I FORGOT TO CHANGE THE DPI AND NOW ITS 72 😭,2025-09-06T19:59:55+00:00,2025-09-06T15:59:55-04:00,en,False,False,True,1964418305969869094,1,0,0,0,1.414214
1964418302991651047,@etheltaint FUCK YOUR IPAD!!!!!!!!!!!!!!,2025-09-06T19:59:55+00:00,2025-09-06T15:59:55-04:00,en,False,True,False,1964413012594262116,1,0,0,0,1.414214
1964418189678596380,Riverbank Cafe Slaidburn vintage poster seen today.  Enjoyed Coffee and an Apple and Blackcurrant Crumble https://t.co/3KmffQMiUi,2025-09-06T19:59:28+00:00,2025-09-06T15:59:28-04:00,en,False,False,False,1964418189678596380,1,0,0,0,1.414214
1964780622846783806,dni if you like apple juice better than orange juice,2025-09-07T19:59:39+00:00,2025-09-07T15:59:39-04:00,en,False,False,False,1964780622846783806,10,1,3,0,4.000000
1964780538495107266,"@AleximusPrime @NikosBell @IttyBittyRiches Never owned any apple products and too scared to get just 1 apple product, cause I'd have to switch everything around.",2025-09-07T19:59:18+00:00,2025-09-07T15:59:18-04:00,en,False,True,False,1964602995519475919,3,0,1,0,2.236068
1964780643335954579,"@karmaisacas @Tarlotn no iphone games, no collab notes, no facetime…",2025-09-07T19:59:43+00:00,2025-09-07T15:59:43-04:00,en,False,True,False,1964761727339483597,1,0,2,0,2.000000
1964780587342078388,good news is i have made a great amount of progress on the sketch for rubychan's birthday 🙌🏻🙌🏻🙌🏻 unfortunately at the moment i do not think i will surpass last year's drawing. that's kinda my best work imo. i need to lock in but my ipad is dying so here i am again,2025-09-07T19:59:30+00:00,2025-09-07T15:59:30-04:00,en,False,True,False,1964780582107566455,2,0,0,0,1.732051
1964780556409000276,@theonecid They removed the jack too right after mocking Apple,2025-09-07T19:59:23+00:00,2025-09-07T15:59:23-04:00,en,False,True,False,1964702183414231533,2,0,0,0,1.732051
1964780692627468397,@FatimaAlanismx Team IPHONE📱❤️,2025-09-07T19:59:55+00:00,2025-09-07T15:59:55-04:00,en,False,True,False,1964747980331946035,0,0,1,0,1.414214
1964780659265925597,"I'm so fucking frustrated cuz the ipad i was using from college days till review season, one day di na nag-on dahil sa battery na unti unti palang lumobo😭 i was not able to back up my files especially yung mga notes ko and I'm deeply regretting it😭 it's been a year and...",2025-09-07T19:59:47+00:00,2025-09-07T15:59:47-04:00,en,False,False,False,1964780659265925597,0,0,1,0,1.414214
1964780603943080110,My mother came to get a plate she like Mac &amp; cheese banging  I’m dfl😭😂😂😂😂😂😂😂😂😂😂😂,2025-09-07T19:59:34+00:00,2025-09-07T15:59:34-04:00,en,False,False,False,1964780603943080110,0,0,1,0,1.414214
1964780556677501386,Bring back Mac Jones @Patriots,2025-09-07T19:59:23+00:00,2025-09-07T15:59:23-04:00,en,False,False,False,1964780556677501386,1,0,0,0,1.414214
1964780621391388971,"Terrible 5 smh come on Melo, D Rose?!? iverson ?!!? T Mac ?!?  Lmfao",2025-09-07T19:59:38+00:00,2025-09-07T15:59:38-04:00,en,False,False,True,1964780621391388971,0,0,0,0,1.000000
1965143021525361062,"Watching Trump chill out with tech giants like Zuckerberg, Tim Cook from Apple, and leaders from Google and Microsoft makes me think about how they’re contributing to the U.S.#わたなれアニメ #VMAs #ดอกนีออนรอรัก https://t.co/Z7DpP1YFQd",2025-09-08T19:59:41+00:00,2025-09-08T15:59:41-04:00,en,False,False,False,1965143021525361062,2,1,2,0,2.645751
1965143096951459955,"@YGunner26 @rayasel94 😂😂 Wtf? So they just came to Liverpool? Umeshahau Gapko alikuwa Aende United? Mac Allsiter alikuwa na Offers Kibao baada ya World Cup, Konate akiwa Leipzg the Same. Kiukweli Arsenal hamna Pull kumzidi Liverpool, They Had Klopp You had Arteta. Now they have Slot",2025-09-08T19:59:59+00:00,2025-09-08T15:59:59-04:00,en,False,True,False,1965088762129748014,0,0,3,0,2.000000
1965143036905881853,How is there still no way to mark a voicemail as listener/read/whatever on an iPhone?,2025-09-08T19:59:45+00:00,2025-09-08T15:59:45-04:00,en,False,False,False,1965143036905881853,1,0,2,0,2.000000
1965143030442360848,@only1tuffboy Who tell you say I nor fit buy iPhone ? 😭,2025-09-08T19:59:43+00:00,2025-09-08T15:59:43-04:00,en,False,True,False,1965134678916301136,1,0,1,0,1.732051
